num_try,mode,val_loss,val_acc,val_error,val_abs_error,execution_time_train,execution_time_load_saved_model,execution_time_use_saved_model,batch_size,n_nodes,activations,L1_penalty,L2_penalty,learning_rate,dropout_prob,use_batch_norm,num_epoch_used,criterion_name,criterion_params
72,Mode.DLMT_DQ_F_TORQUE,7.070957164764405,2.091665267944336,20.415310561656952,20.415310561656952,65.01122426986694,0.0049037911891937,0.00043696975708,64,"[512, 512, 512]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.0,0.01,0.0,True,155,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
73,Mode.DLMT_DQ_F_TORQUE,6.395570459365845,2.026218175888061,1.5744246542453766,1.5744246542453766,95.998797416687,0.0049366767406463,0.0004406902790069,64,"[512, 512, 512]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.0,0.01,0.2,True,222,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
74,Mode.DLMT_DQ_F_TORQUE,5.765799579620361,1.990078806877136,-5.782955884933472,5.782955884933472,179.41822743415833,0.0050155198574066,0.0004377295970916,64,"[512, 512, 512]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.0,0.01,0.5,True,409,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
75,Mode.DLMT_DQ_F_TORQUE,7.755874938964844,2.194457054138184,14.440374076366425,14.440374076366425,76.96723127365112,0.0052852199077606,0.0004403665065765,64,"[512, 512, 512]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.001,0.01,0.0,True,186,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
76,Mode.DLMT_DQ_F_TORQUE,6.539732103347778,2.018715143203736,7.314558327198029,7.314558327198029,125.46112775802612,0.0050679397583007,0.0004357899427413,64,"[512, 512, 512]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.001,0.01,0.2,True,285,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
77,Mode.DLMT_DQ_F_TORQUE,6.572692575454712,2.068255424499512,8.66716057062149,8.66716057062149,123.36420607566832,0.004939125418663,0.0004242079257965,64,"[512, 512, 512]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.001,0.01,0.5,True,276,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
78,Mode.DLMT_DQ_F_TORQUE,7.913426723480224,2.23636245727539,24.81116354465485,24.81116354465485,68.5378086566925,0.0048770372867584,0.0004267033338546,64,"[512, 512, 512]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.01,0.01,0.0,True,161,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
79,Mode.DLMT_DQ_F_TORQUE,6.011113605499268,1.9475165605545044,-2.0065169781446457,2.0065169781446457,82.66721701622009,0.0052695494890213,0.0004690288305282,64,"[512, 512, 512]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.01,0.01,0.2,True,186,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
80,Mode.DLMT_DQ_F_TORQUE,7.130100955963135,2.166226625442505,11.4337719976902,11.4337719976902,113.26161289215088,0.0049119362831115,0.000437092423439,64,"[512, 512, 512]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.01,0.01,0.5,True,254,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
81,Mode.DLMT_DQ_F_TORQUE,7.567518978118897,2.097933292388916,34.57196056842804,34.57196056842804,164.06871104240415,0.0101832386255264,0.0007238572835922,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.0,0.0,0.01,0.0,True,188,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
82,Mode.DLMT_DQ_F_TORQUE,6.109105415344239,1.9071943759918213,13.669353723526,13.669353723526,219.43495273590088,0.0112462682723999,0.0007129279375076,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.0,0.0,0.01,0.2,True,258,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
83,Mode.DLMT_DQ_F_TORQUE,6.966150550842285,2.1072847843170166,14.567519724369047,14.567519724369047,254.7111747264862,0.0107734148502349,0.000719363451004,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.0,0.0,0.01,0.5,True,346,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
84,Mode.DLMT_DQ_F_TORQUE,7.855209007263183,2.1849071979522705,21.814504265785217,21.814504265785217,111.20505619049072,0.0100685912370681,0.0007194850444793,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.0,0.001,0.01,0.0,True,161,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
85,Mode.DLMT_DQ_F_TORQUE,7.254138460159302,1.993432879447937,14.459609985351562,14.459609985351562,265.17016339302063,0.0101068538427352,0.0007251250743865,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.0,0.001,0.01,0.2,True,354,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
86,Mode.DLMT_DQ_F_TORQUE,6.772272548675537,2.0888471603393555,18.46298575401306,18.46298575401306,153.92208862304688,0.0104822479486465,0.0007255108356475,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.0,0.001,0.01,0.5,True,207,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
87,Mode.DLMT_DQ_F_TORQUE,8.215319290161133,2.304017782211304,31.83918595314026,31.83918595314026,88.80570268630981,0.0124338138103485,0.0007426161766052,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.0,0.01,0.01,0.0,True,125,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
88,Mode.DLMT_DQ_F_TORQUE,6.87240119934082,1.9692795276641848,2.275216765701771,2.275216765701771,253.6558368206024,0.0102688193321228,0.0007317702770233,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.0,0.01,0.01,0.2,True,337,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
89,Mode.DLMT_DQ_F_TORQUE,7.009358634948731,2.1438159942626958,13.47983181476593,13.47983181476593,228.11538100242612,0.010010109424591,0.0007189161777496,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.0,0.01,0.01,0.5,True,308,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
90,Mode.DLMT_DQ_F_TORQUE,7.353074588775635,2.0649290084838867,3.623613715171814,3.623613715171814,109.0057954788208,0.0102768722772598,0.0007255833148956,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.001,0.0,0.01,0.0,True,155,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
91,Mode.DLMT_DQ_F_TORQUE,6.943392009735107,2.0300822257995605,19.578063488006592,19.578063488006592,173.72513365745544,0.0103706626892089,0.0007270829677581,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.001,0.0,0.01,0.2,True,229,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
92,Mode.DLMT_DQ_F_TORQUE,6.892108945846558,2.1156699657440186,17.497719824314117,17.497719824314117,198.98182916641235,0.0101325129270553,0.0007220587730407,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.001,0.0,0.01,0.5,True,266,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
93,Mode.DLMT_DQ_F_TORQUE,9.16800832748413,2.346248149871826,15.262703597545624,15.262703597545624,113.83935809135436,0.0103785804510116,0.0007301021814346,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.001,0.001,0.01,0.0,True,164,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
94,Mode.DLMT_DQ_F_TORQUE,7.1105829620361325,2.0075602531433105,11.345506459474564,11.345506459474564,167.18572473526,0.011478924036026,0.0007106288671493,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.001,0.001,0.01,0.2,True,224,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
95,Mode.DLMT_DQ_F_TORQUE,6.665920791625976,2.130966901779175,-4.049157723784447,4.049157723784447,224.1839668750763,0.0102149059772491,0.0007322717905044,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.001,0.001,0.01,0.5,True,299,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
96,Mode.DLMT_DQ_F_TORQUE,7.033330631256104,2.050487756729126,10.14830470085144,10.14830470085144,97.52275276184082,0.0112520952224731,0.0007282826900482,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.001,0.01,0.01,0.0,True,140,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
97,Mode.DLMT_DQ_F_TORQUE,7.071224393844605,1.995544910430908,2.1505028009414677,2.1505028009414677,150.89400935173035,0.0107551692724227,0.0007597546577453,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.001,0.01,0.01,0.2,True,205,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
98,Mode.DLMT_DQ_F_TORQUE,6.032541284561157,1.9538557529449463,4.347480088472366,4.347480088472366,213.46268320083615,0.0101972225904464,0.0007171717882156,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.001,0.01,0.01,0.5,True,291,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
99,Mode.DLMT_DQ_F_TORQUE,7.551522626876831,2.1010727882385254,29.653573036193848,29.653573036193848,103.18032670021056,0.0101805505752563,0.0007372978925704,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.0,0.01,0.0,True,149,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
100,Mode.DLMT_DQ_F_TORQUE,6.442963562011719,1.9532009363174438,2.6161834597587585,2.6161834597587585,155.8059573173523,0.010101738810539246,0.0007317399978637695,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.0,0.01,0.2,True,206,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
101,Mode.DLMT_DQ_F_TORQUE,5.789144105911255,1.9112497568130493,13.145461678504944,13.145461678504944,253.24786639213562,0.010145580530166625,0.000727954387664795,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.0,0.01,0.5,True,345,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
102,Mode.DLMT_DQ_F_TORQUE,7.202962226867676,2.089587450027466,30.88621199131012,30.88621199131012,169.5354335308075,0.01011672031879425,0.0007293601036071777,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.001,0.01,0.0,True,241,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
103,Mode.DLMT_DQ_F_TORQUE,7.678383903503418,2.138216257095337,-1.0751312598586082,1.0751312598586082,157.76359224319458,0.010165810346603394,0.0007272393703460693,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.001,0.01,0.2,True,221,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
104,Mode.DLMT_DQ_F_TORQUE,6.383228578567505,2.042431354522705,17.631280422210693,17.631280422210693,198.94860768318176,0.010166224002838134,0.0007228676080703735,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.001,0.01,0.5,True,272,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
105,Mode.DLMT_DQ_F_TORQUE,7.7566304206848145,2.2645490169525146,35.112568736076355,35.112568736076355,88.30640029907227,0.010191805243492126,0.0007260315418243408,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.01,0.01,0.0,True,129,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
106,Mode.DLMT_DQ_F_TORQUE,6.247551832199097,1.9282214641571045,3.5461563616991043,3.5461563616991043,152.16391897201538,0.010186848044395447,0.0007394959926605224,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.01,0.01,0.2,True,206,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
107,Mode.DLMT_DQ_F_TORQUE,6.290019769668579,1.984936237335205,3.7332460284233093,3.7332460284233093,229.21914076805115,0.0100517657995224,0.0007276610136032105,64,"[1024, 1024, 1024]","[GELU(approximate='none'), GELU(approximate='none'), GELU(approximate='none')]",0.01,0.01,0.01,0.5,True,308,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
