num_try,mode,val_loss,test_acc,test_error,test_abs_error,execution_time_train,execution_time_load_saved_model,execution_time_use_saved_model,batch_size,n_nodes,activations,L1_penalty,L2_penalty,learning_rate,dropout_prob,use_batch_norm,num_epoch_used,criterion_name,criterion_params
15,Mode.DLMT_DQ_F_TORQUE,3.8497126960754393,1.4353216886520386,2558909849600.0,2558909849600.0,232.65974640846247,0.0024446668624877,0.0002576815605163,128,"[128, 128]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.001,0.01,0.0,True,457,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
16,Mode.DLMT_DQ_F_TORQUE,11.51186849975586,2.6183438301086426,-3922984400.0,3922984400.0,121.25898241996764,0.0024370380878448,0.0002574330806732,128,"[128, 128]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.001,0.01,0.2,True,233,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
17,Mode.DLMT_DQ_F_TORQUE,29.293019973754884,4.227658748626709,2209835000.0,2209835000.0,101.73700523376463,0.0024469486713409,0.0002585160255432,128,"[128, 128]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.001,0.01,0.5,True,195,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
18,Mode.DLMT_DQ_F_TORQUE,3.702477222442627,1.394354224205017,-225651064832000.0,225651064832000.0,300.58440494537354,0.0024528176784515,0.0002581809997558,128,"[128, 128]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.0,0.01,0.0,True,584,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
19,Mode.DLMT_DQ_F_TORQUE,9.292997337341308,2.320582866668701,-9040205600.0,9040205600.0,213.4551010131836,0.002417481136322,0.000255576133728,128,"[128, 128]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.0,0.01,0.2,True,402,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
20,Mode.DLMT_DQ_F_TORQUE,28.86596176147461,4.233810424804688,-6750572800.0,6750572800.0,148.6247742176056,0.0024580344200134,0.0002597151279449,128,"[128, 128]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.0,0.01,0.5,True,282,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
21,Mode.DLMT_DQ_F_TORQUE,3.8826487655639648,1.443123698234558,-52267899289600.0,52267899289600.0,202.190135717392,0.0024797752380371,0.000261826133728,128,"[128, 128]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.1,0.01,0.0,True,390,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
22,Mode.DLMT_DQ_F_TORQUE,8.800241004943848,2.2506561279296875,-9715784000.0,9715784000.0,260.7863767147064,0.0025161056518554,0.0002662749290466,128,"[128, 128]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.1,0.01,0.2,True,496,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
23,Mode.DLMT_DQ_F_TORQUE,29.314027969360357,4.314829349517822,-7394258400.0,7394258400.0,115.29072785377502,0.0024365576744079,0.0002576034069061,128,"[128, 128]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.1,0.01,0.5,True,220,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
24,Mode.DLMT_DQ_F_TORQUE,3.971488082885742,1.5068289041519165,-17287703756800.0,17287703756800.0,224.1571671962738,0.0024797956943511,0.0002624633789062,128,"[128, 128]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.001,0.01,0.0,True,439,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
25,Mode.DLMT_DQ_F_TORQUE,10.038112041473388,2.4153876304626465,-4714238800.0,4714238800.0,179.59058094024658,0.0025335353851318,0.0002670148849487,128,"[128, 128]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.001,0.01,0.2,True,341,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
26,Mode.DLMT_DQ_F_TORQUE,26.04054786682129,4.0167670249938965,-3868703200.0,3868703200.0,142.01835298538208,0.0024674631595611,0.0002599220275878,128,"[128, 128]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.001,0.01,0.5,True,266,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
27,Mode.DLMT_DQ_F_TORQUE,3.052203939437866,1.2380014657974243,-407788322816000.0,407788322816000.0,204.42466926574707,0.0027213288307189,0.000275168800354,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.0,0.01,0.0,True,373,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
28,Mode.DLMT_DQ_F_TORQUE,6.0686632347106935,1.8251233100891116,-13872950400.0,13872950400.0,201.1122624874115,0.0027600133419036,0.0002793624401092,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.0,0.01,0.2,True,355,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
29,Mode.DLMT_DQ_F_TORQUE,16.111862350463866,3.1429851055145264,555609300.0,555609300.0,191.01973128318787,0.0028130260944366,0.0002787834644317,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.0,0.01,0.5,True,336,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
30,Mode.DLMT_DQ_F_TORQUE,3.358272537231445,1.3083585500717163,94415277260800.0,94415277260800.0,145.78085041046145,0.0027980329513549,0.0002789167881011,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.1,0.01,0.0,True,263,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
31,Mode.DLMT_DQ_F_TORQUE,5.2885795555114745,1.6560693979263306,34236483200.0,34236483200.0,201.9620625972748,0.0028065528392791,0.0002862558364868,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.1,0.01,0.2,True,350,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
32,Mode.DLMT_DQ_F_TORQUE,14.833492614746094,2.9840996265411377,1033296000.0,1033296000.0,195.2821638584137,0.0027934020996093,0.0002792493343353,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.1,0.01,0.5,True,341,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
33,Mode.DLMT_DQ_F_TORQUE,3.211753108978272,1.2809653282165527,-326285079347200.0,326285079347200.0,161.5378224849701,0.0027471884727478,0.000274119567871,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.001,0.01,0.0,True,291,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
34,Mode.DLMT_DQ_F_TORQUE,6.08276596069336,1.82179057598114,16444424000.0,16444424000.0,197.596843957901,0.0027886425971984,0.0002775494098663,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.001,0.01,0.2,True,346,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
35,Mode.DLMT_DQ_F_TORQUE,15.88176675415039,3.1193504333496094,-507754800.0,507754800.0,173.41157722473145,0.0027329639911651,0.0002775929927825,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.001,0.01,0.5,True,303,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
36,Mode.DLMT_DQ_F_TORQUE,2.9605907325744627,1.2273122072219849,-308418156953600.0,308418156953600.0,231.39057445526123,0.002716935634613,0.0002781604290008,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.0,0.01,0.0,True,419,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
37,Mode.DLMT_DQ_F_TORQUE,5.435863624572754,1.687352180480957,923674300.0,923674300.0,209.56857109069824,0.0027907918453216,0.0002845752716064,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.0,0.01,0.2,True,367,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
38,Mode.DLMT_DQ_F_TORQUE,15.122390258789062,2.9911434650421143,5018730400.0,5018730400.0,165.54377245903015,0.0027724651813507,0.0002814301013946,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.0,0.01,0.5,True,291,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
39,Mode.DLMT_DQ_F_TORQUE,3.1690979480743406,1.266502022743225,-152648037171200.0,152648037171200.0,192.20074582099917,0.0028620052814483,0.0002901686191558,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.1,0.01,0.0,True,346,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
40,Mode.DLMT_DQ_F_TORQUE,5.93079553604126,1.7761019468307495,-116194275.0,116194275.0,179.03577303886414,0.0028100141525268,0.0002822306156158,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.1,0.01,0.2,True,315,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
41,Mode.DLMT_DQ_F_TORQUE,14.713696533203125,2.962174892425537,5201740400.0,5201740400.0,171.4563410282135,0.002770229101181,0.000282530593872,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.1,0.01,0.5,True,298,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
42,Mode.DLMT_DQ_F_TORQUE,3.1094443950653075,1.254067301750183,-256978845696000.0,256978845696000.0,183.6638445854187,0.0028371057033538,0.0002930249214172,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.001,0.01,0.0,True,330,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
43,Mode.DLMT_DQ_F_TORQUE,5.677189117431641,1.7706379890441897,2169953484800.0,2169953484800.0,187.61377263069156,0.0028283118247985,0.0002908443450927,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.001,0.01,0.2,True,328,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
44,Mode.DLMT_DQ_F_TORQUE,16.424853202819826,3.172278642654419,-679441150.0,679441150.0,131.59584879875183,0.0027538987159729,0.0002793598651885,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.001,0.01,0.5,True,230,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
45,Mode.DLMT_DQ_F_TORQUE,3.042149604797363,1.2364819049835205,-547817363865600.0,547817363865600.0,170.14239883422852,0.0026616750717163,0.0002659311294555,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.0,0.01,0.0,True,305,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
46,Mode.DLMT_DQ_F_TORQUE,5.79202269744873,1.806041240692139,31557452800.0,31557452800.0,206.2151174545288,0.0026785866260528,0.000267752790451,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.0,0.01,0.2,True,354,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
47,Mode.DLMT_DQ_F_TORQUE,14.539782974243163,2.958400011062622,1767200800.0,1767200800.0,190.9612877368927,0.0026954318046569,0.0002787552356719,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.0,0.01,0.5,True,335,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
