muscle_selected,q_clavicle_effector_right_RotX,q_clavicle_effector_right_RotY,q_scapula_effector_right_RotX,q_scapula_effector_right_RotY,q_scapula_effector_right_RotZ,q_humerus_right_RotY,q_humerus_right_RotX,q_humerus_right_RotY_1,qdot_clavicle_effector_right_RotX,qdot_clavicle_effector_right_RotY,qdot_scapula_effector_right_RotX,qdot_scapula_effector_right_RotY,qdot_scapula_effector_right_RotZ,qdot_humerus_right_RotY,qdot_humerus_right_RotX,qdot_humerus_right_RotY_1,alpha,origin_muscle_x,origin_muscle_y,origin_muscle_z,insertion_muscle_x,insertion_muscle_y,insertion_muscle_z,segment_length,dlmt_dq_clavicle_effector_right_RotX,dlmt_dq_clavicle_effector_right_RotY,dlmt_dq_scapula_effector_right_RotX,dlmt_dq_scapula_effector_right_RotY,dlmt_dq_scapula_effector_right_RotZ,dlmt_dq_humerus_right_RotY,dlmt_dq_humerus_right_RotX,dlmt_dq_humerus_right_RotY_1,muscle_force,torque
1,0.0,0.0,-0.5,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0626543,-0.147759,0.0220602,-0.0018781445506829,0.0167224303571431,0.2115909827665586,0.2591332998002917,-0.0427993796614509,0.1091484068889064,-0.0302349414068861,-0.0013722616827439,-0.0305094157619929,-0.023041910268791,-0.0051324185671072,-0.006482972045519,402.5667901623611,-180.8767148828225
1,0.0,0.0,-0.494,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0626543,-0.147759,0.0220602,-0.0019797508316966,0.0164436117701287,0.2115463112563381,0.2589500779766309,-0.0428485926936603,0.1091574676959764,-0.0302970308843575,-0.0013817486311958,-0.0305916944018701,-0.0230684401705,-0.0052265588220225,-0.006536451077681,402.3705787475132,-180.77779015315457
1,0.0,0.0,-0.488,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0626543,-0.147759,0.0220602,-0.002082010499166,0.0161652949212022,0.2115000374659096,0.2587664199052252,-0.0428978252195786,0.1091660581668,-0.030358222202169,-0.0013915623878771,-0.0306741583778696,-0.0230950950154668,-0.005320495053769,-0.0065898434318039,402.1688984802026,-180.67476955272352
1,0.0,0.0,-0.482,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0626543,-0.147759,0.0220602,-0.0021849198717541,0.0158874898297402,0.2114521630611245,0.2585823320695464,-0.0429470761168182,0.1091741772952017,-0.0304185109353271,-0.0014017036754337,-0.0307568060154867,-0.0231218745516797,-0.0054142238624609,-0.0066431472957601,401.9617657663767,-180.56765725805508
1,0.0,0.0,-0.476,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0626543,-0.147759,0.0220602,-0.0022884752447345,0.015610206496696,0.2114026897654564,0.2583978209870225,-0.0429963442521552,0.1091818240730692,-0.0304778926563317,-0.00141217321121,-0.0308396356226733,-0.023148778519989,-0.0055077418339247,-0.0066963608488175,401.7491985921451,-180.4564588143536
1,0.0,0.0,-0.47,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0626543,-0.147759,0.0220602,-0.0023926728901251,0.0153334549042395,0.2113516193599383,0.2582128932089763,-0.0430456284814081,0.1091889974903157,-0.0305363629353408,-0.0014229717071398,-0.0309226454896553,-0.0231758066540067,-0.0056010455396607,-0.0067494822616033,401.5312165245052,-180.34118114454773
1,0.0,0.0,-0.4639999999999999,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0626543,-0.147759,0.0220602,-0.0024975090568219,0.0150572450153983,0.2112989536830995,0.2580275553205633,-0.0430949276493162,0.1091956965348438,-0.0305939173403405,-0.0014340998696362,-0.0310058338887475,-0.0232029586800057,-0.0056941315368081,-0.0068025096960676,401.3078407112326,-180.22183255754828
1,0.0,0.0,-0.458,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0626543,-0.147759,0.0220602,-0.0026029799707341,0.0147815867736985,0.2112446946308986,0.2578418139407059,-0.0431442405894176,0.1092019201925101,-0.0306505514373188,-0.001445558399479,-0.0310891990741681,-0.023230234316817,-0.0057869963681096,-0.0068554413054485,401.07909387992464,-180.104396788398
1,0.0,0.0,-0.452,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0626543,-0.147759,0.0220602,-0.0027090818349202,0.0145064901028071,0.2111888441566557,0.2576556757220274,-0.0431935661239269,0.1092076674470914,-0.0307062607904445,-0.0014573479917016,-0.0311727392818523,-0.0232576332757283,-0.0058796365618786,-0.0069082752342368,400.8450003361839,-179.99551238645327
1,0.0,0.0,-0.446,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0626543,-0.147759,0.0220602,-0.0028158108297247,0.0142319649061744,0.2111314042709817,0.2574691473507821,-0.0432429030636125,0.1092129372802517,-0.0307610409622508,-0.0014694693354752,-0.0312564527292649,-0.0232851552603793,-0.0059720486319678,-0.0069610096181425,400.60558596092767,-179.88241680500616
