num_try,mode,val_loss,val_acc,val_error,val_abs_error,execution_time_train,execution_time_load_saved_model,execution_time_use_saved_model,batch_size,n_nodes,activations,L1_penalty,L2_penalty,learning_rate,dropout_prob,use_batch_norm,num_epoch_used,criterion_name,criterion_params
16,Mode.DLMT_DQ_FM,69.53958984375,6.4310736656188965,-324.0567207336426,324.0567207336426,72.13380765914917,0.0014646931886672,0.0001615132093429,64,[32],[GELU(approximate='none')],0.01,0.01,0.001,0.2,True,330,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
17,Mode.DLMT_DQ_FM,141.98659149169922,6.55073356628418,-324.2806911468506,324.2806911468506,83.37549209594727,0.0014832534790039,0.0001618591547012,64,[32],[GELU(approximate='none')],0.01,0.01,0.001,0.2,True,381,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
18,Mode.DLMT_DQ_FM,182.35269012451167,6.556299686431885,-338.01867961883545,338.01867961883545,66.25827121734619,0.0014924960136413,0.0001630851030349,64,[32],[GELU(approximate='none')],0.01,0.01,0.001,0.2,True,302,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
19,Mode.DLMT_DQ_FM,349.9941864013672,6.512619972229004,-342.57524013519287,342.57524013519287,83.75339722633362,0.0014726902246475,0.0001612237691879,64,[32],[GELU(approximate='none')],0.01,0.01,0.001,0.2,True,381,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
20,Mode.DLMT_DQ_FM,85.0984115600586,7.076503276824951,-556.5686225891113,556.5686225891113,52.2898952960968,0.0014652155637741,0.0001602934598922,64,[32],[GELU(approximate='none')],0.01,0.01,0.001,0.5,True,237,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
21,Mode.DLMT_DQ_FM,166.88375457763672,7.059854507446289,-520.2212333679199,520.2212333679199,38.41666030883789,0.0014820046424865,0.0001616840362548,64,[32],[GELU(approximate='none')],0.01,0.01,0.001,0.5,True,174,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
22,Mode.DLMT_DQ_FM,207.85491088867187,6.994400024414063,-506.36258125305176,506.36258125305176,59.99537754058838,0.0015164487361907,0.0001609622240066,64,[32],[GELU(approximate='none')],0.01,0.01,0.001,0.5,True,273,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
23,Mode.DLMT_DQ_FM,385.8295202636719,6.75316858291626,-492.76881217956543,492.76881217956543,65.62903690338135,0.001526127576828,0.0001682441234588,64,[32],[GELU(approximate='none')],0.01,0.01,0.001,0.5,True,295,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
24,Mode.DLMT_DQ_FM,58.604799041748045,5.883765697479248,-270.110297203064,270.110297203064,56.188509941101074,0.0018184546232223,0.0001903265714645,64,[32],[GELU(approximate='none')],0.01,0.001,0.01,0.0,True,247,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
25,Mode.DLMT_DQ_FM,119.25654815673828,5.955015182495117,-304.8985481262207,304.8985481262207,60.916698932647705,0.0014691849946975,0.0001611708402633,64,[32],[GELU(approximate='none')],0.01,0.001,0.01,0.0,True,277,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
26,Mode.DLMT_DQ_FM,149.03247833251953,5.988870620727539,-281.28600120544434,281.28600120544434,54.90524339675903,0.0014660915136337,0.0001612610816955,64,[32],[GELU(approximate='none')],0.01,0.001,0.01,0.0,True,252,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
27,Mode.DLMT_DQ_FM,293.3692254638672,5.948995113372803,-266.3929224014282,266.3929224014282,50.795069217681885,0.0014855403900146,0.0001627962589263,64,[32],[GELU(approximate='none')],0.01,0.001,0.01,0.0,True,228,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
28,Mode.DLMT_DQ_FM,61.442889556884765,6.035937309265137,-411.6302013397217,411.6302013397217,56.289124965667725,0.0014831374883651,0.0001620557308197,64,[32],[GELU(approximate='none')],0.01,0.001,0.01,0.2,True,249,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
29,Mode.DLMT_DQ_FM,124.40940826416016,6.077270984649658,-308.5082769393921,308.5082769393921,42.67675805091858,0.0014578043222427,0.0001607502698898,64,[32],[GELU(approximate='none')],0.01,0.001,0.01,0.2,True,188,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
30,Mode.DLMT_DQ_FM,148.37318572998046,5.937031269073486,-446.7282295227051,446.7282295227051,81.76178932189941,0.0014658917188644,0.0001607555150985,64,[32],[GELU(approximate='none')],0.01,0.001,0.01,0.2,True,369,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
31,Mode.DLMT_DQ_FM,301.20117126464845,5.999518394470215,-363.0016803741455,363.0016803741455,66.63057541847229,0.00152650141716,0.0001663233041763,64,[32],[GELU(approximate='none')],0.01,0.001,0.01,0.2,True,297,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
32,Mode.DLMT_DQ_FM,67.78086532592773,6.38435173034668,-471.8810558319092,471.8810558319092,73.46161675453186,0.0015386239290237,0.0001683371067047,64,[32],[GELU(approximate='none')],0.01,0.001,0.01,0.5,True,327,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
33,Mode.DLMT_DQ_FM,131.68373413085936,6.491151332855225,-474.1858959197998,474.1858959197998,61.144763708114624,0.0014714728593826,0.0001611312627792,64,[32],[GELU(approximate='none')],0.01,0.001,0.01,0.5,True,276,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
34,Mode.DLMT_DQ_FM,177.1572708129883,6.537300109863281,-469.5910930633545,469.5910930633545,43.46946978569031,0.0014674777984619,0.0001610244512557,64,[32],[GELU(approximate='none')],0.01,0.001,0.01,0.5,True,192,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
35,Mode.DLMT_DQ_FM,325.8433917236328,6.356348514556885,-477.8485774993897,477.8485774993897,66.67157793045044,0.0014654780626296,0.0001603525876998,64,[32],[GELU(approximate='none')],0.01,0.001,0.01,0.5,True,296,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
36,Mode.DLMT_DQ_FM,68.27916366577148,6.442540168762207,-139.23348188400269,139.23348188400269,68.22779703140259,0.001538526892662,0.0001690843105316,64,[32],[GELU(approximate='none')],0.01,0.001,0.001,0.0,True,308,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
37,Mode.DLMT_DQ_FM,134.90822570800782,6.407402515411377,-252.05624103546145,252.05624103546145,70.1392388343811,0.0014685537815093,0.000163061261177,64,[32],[GELU(approximate='none')],0.01,0.001,0.001,0.0,True,320,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
38,Mode.DLMT_DQ_FM,172.55273193359375,6.439074516296387,-233.2221746444702,233.2221746444702,74.17120933532715,0.001468295097351,0.0001627610921859,64,[32],[GELU(approximate='none')],0.01,0.001,0.001,0.0,True,338,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
39,Mode.DLMT_DQ_FM,337.305307006836,6.392172336578369,-284.6667766571045,284.6667766571045,80.13618874549866,0.0014704581499099,0.0001630594730377,64,[32],[GELU(approximate='none')],0.01,0.001,0.001,0.0,True,368,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
40,Mode.DLMT_DQ_FM,67.9011669921875,6.405490398406982,-362.6704216003418,362.6704216003418,97.4487509727478,0.0015443422794342,0.0001697200536727,64,[32],[GELU(approximate='none')],0.01,0.001,0.001,0.2,True,436,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
41,Mode.DLMT_DQ_FM,140.94255615234374,6.507676124572754,-363.3335113525391,363.3335113525391,61.17570424079895,0.001530994772911,0.0001681463718414,64,[32],[GELU(approximate='none')],0.01,0.001,0.001,0.2,True,272,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
42,Mode.DLMT_DQ_FM,170.30576751708983,6.414236545562744,-348.7607955932617,348.7607955932617,87.39780759811401,0.0014836910963058,0.0001620576381683,64,[32],[GELU(approximate='none')],0.01,0.001,0.001,0.2,True,385,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
43,Mode.DLMT_DQ_FM,345.57526428222656,6.512588024139404,-324.74365234375,324.74365234375,68.36013221740723,0.001600160241127,0.0001692727804183,64,[32],[GELU(approximate='none')],0.01,0.001,0.001,0.2,True,309,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
44,Mode.DLMT_DQ_FM,79.98167114257812,6.861536026000977,-472.8721618652344,472.8721618652344,71.1478819847107,0.0015310457944869,0.000169115781784,64,[32],[GELU(approximate='none')],0.01,0.001,0.001,0.5,True,313,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
45,Mode.DLMT_DQ_FM,152.9627716064453,6.76426362991333,-478.0857563018799,478.0857563018799,66.40931105613708,0.0014732457399368,0.0001629848480224,64,[32],[GELU(approximate='none')],0.01,0.001,0.001,0.5,True,295,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
46,Mode.DLMT_DQ_FM,198.46343383789065,6.8379998207092285,-467.1875953674317,467.1875953674317,64.55618405342102,0.0015488859415054,0.00017127764225,64,[32],[GELU(approximate='none')],0.01,0.001,0.001,0.5,True,289,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
47,Mode.DLMT_DQ_FM,427.0853601074219,7.153035640716553,-575.2342700958252,575.2342700958252,29.32868385314941,0.0014679429531097,0.0001614750623703,64,[32],[GELU(approximate='none')],0.01,0.001,0.001,0.5,True,128,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
48,Mode.DLMT_DQ_FM,59.16701385498047,5.985564231872559,-285.7530117034912,285.7530117034912,58.85505533218384,0.0014921246767044,0.0001636282205581,64,[32],[GELU(approximate='none')],0.001,0.01,0.01,0.0,True,267,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
49,Mode.DLMT_DQ_FM,119.9928823852539,6.035966873168945,-181.42186403274536,181.42186403274536,33.71525955200195,0.0014712259769439,0.0001609531641006,64,[32],[GELU(approximate='none')],0.001,0.01,0.01,0.0,True,153,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
50,Mode.DLMT_DQ_FM,149.46353393554688,5.919091701507568,-270.0549364089966,270.0549364089966,53.09813165664673,0.00146957218647,0.0001618837118148,64,[32],[GELU(approximate='none')],0.001,0.01,0.01,0.0,True,243,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
51,Mode.DLMT_DQ_FM,294.6281591796875,5.979012489318848,-319.77453231811523,319.77453231811523,48.15476894378662,0.001473153591156,0.0001630545854568,64,[32],[GELU(approximate='none')],0.001,0.01,0.01,0.0,True,219,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
52,Mode.DLMT_DQ_FM,59.82852874755859,5.916402816772461,-467.0718669891357,467.0718669891357,56.50870656967163,0.0014733455181121,0.0001622717380523,64,[32],[GELU(approximate='none')],0.001,0.01,0.01,0.2,True,255,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
53,Mode.DLMT_DQ_FM,118.36815277099608,5.949954986572266,-419.7534084320069,419.7534084320069,61.89990282058716,0.0014781328439712,0.0001633282899856,64,[32],[GELU(approximate='none')],0.001,0.01,0.01,0.2,True,279,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
54,Mode.DLMT_DQ_FM,154.75889373779296,6.031254768371582,-361.5922689437866,361.5922689437866,48.18507671356201,0.0015384850502014,0.0001700820922851,64,[32],[GELU(approximate='none')],0.001,0.01,0.01,0.2,True,212,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
55,Mode.DLMT_DQ_FM,297.77154296875,6.045341491699219,-459.82632637023926,459.82632637023926,80.66064643859863,0.0014809267520904,0.0001621584892272,64,[32],[GELU(approximate='none')],0.001,0.01,0.01,0.2,True,363,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
56,Mode.DLMT_DQ_FM,66.80303970336914,6.43379545211792,-480.8051586151123,480.8051586151123,71.44293284416199,0.0014814721345901,0.0001621327400207,64,[32],[GELU(approximate='none')],0.001,0.01,0.01,0.5,True,322,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
57,Mode.DLMT_DQ_FM,138.11407592773438,6.448668003082275,-502.13661193847656,502.13661193847656,48.31016540527344,0.0015267794132232,0.0001617355346679,64,[32],[GELU(approximate='none')],0.001,0.01,0.01,0.5,True,217,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
58,Mode.DLMT_DQ_FM,169.16107391357423,6.486014366149902,-519.3130016326904,519.3130016326904,50.02750945091248,0.0015028911828994,0.0001657016277313,64,[32],[GELU(approximate='none')],0.001,0.01,0.01,0.5,True,223,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
59,Mode.DLMT_DQ_FM,329.79631958007815,6.390884876251221,-481.6985607147217,481.6985607147217,64.63078546524048,0.0015496928691864,0.0001709594726562,64,[32],[GELU(approximate='none')],0.001,0.01,0.01,0.5,True,283,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
60,Mode.DLMT_DQ_FM,68.72901229858398,6.412429332733154,-307.4803829193115,307.4803829193115,73.05515766143799,0.0014643357992172,0.0001616094112396,64,[32],[GELU(approximate='none')],0.001,0.01,0.001,0.0,True,328,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
61,Mode.DLMT_DQ_FM,132.1677914428711,6.355449199676514,-190.1736736297608,190.1736736297608,74.198410987854,0.0014715580940246,0.000162484049797,64,[32],[GELU(approximate='none')],0.001,0.01,0.001,0.0,True,335,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
62,Mode.DLMT_DQ_FM,169.74031555175782,6.416438579559326,-182.77422189712524,182.77422189712524,74.88913702964783,0.0015114113092422,0.0001649705171585,64,[32],[GELU(approximate='none')],0.001,0.01,0.001,0.0,True,337,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
63,Mode.DLMT_DQ_FM,326.52171630859374,6.320798397064209,-92.95845627784728,92.95845627784728,87.13054156303406,0.0015665004253387,0.0001707798242568,64,[32],[GELU(approximate='none')],0.001,0.01,0.001,0.0,True,392,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
64,Mode.DLMT_DQ_FM,70.97826843261718,6.5426836013793945,-340.70234298706055,340.70234298706055,68.55018162727356,0.0015288023948669,0.0001619447469711,64,[32],[GELU(approximate='none')],0.001,0.01,0.001,0.2,True,307,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
65,Mode.DLMT_DQ_FM,159.91976013183594,6.835685253143311,-424.4002342224121,424.4002342224121,55.95081567764282,0.0014686647653579,0.0001624763011932,64,[32],[GELU(approximate='none')],0.001,0.01,0.001,0.2,True,252,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
66,Mode.DLMT_DQ_FM,178.49865905761715,6.543544769287109,-364.7967338562012,364.7967338562012,53.29865837097168,0.0014907985925674,0.0001643570661544,64,[32],[GELU(approximate='none')],0.001,0.01,0.001,0.2,True,240,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
67,Mode.DLMT_DQ_FM,335.3847320556641,6.360194206237793,-389.9264335632324,389.9264335632324,98.38748955726624,0.0015377306938171,0.0001696596145629,64,[32],[GELU(approximate='none')],0.001,0.01,0.001,0.2,True,436,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
68,Mode.DLMT_DQ_FM,81.56468872070313,6.932488918304443,-505.54041862487793,505.54041862487793,48.537909507751465,0.0014636335372924,0.0001619087457656,64,[32],[GELU(approximate='none')],0.001,0.01,0.001,0.5,True,219,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
69,Mode.DLMT_DQ_FM,155.99084350585937,6.816490650177002,-451.4374256134033,451.4374256134033,71.07778525352478,0.0014780510663986,0.0001628643274307,64,[32],[GELU(approximate='none')],0.001,0.01,0.001,0.5,True,321,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
70,Mode.DLMT_DQ_FM,214.19715362548828,7.105894088745117,-568.3026313781738,568.3026313781738,42.674818992614746,0.0014750082492828,0.0001620178222656,64,[32],[GELU(approximate='none')],0.001,0.01,0.001,0.5,True,190,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
71,Mode.DLMT_DQ_FM,390.6364575195312,6.79517126083374,-507.1620941162109,507.1620941162109,66.62024211883545,0.0014733431339263,0.0001616736650466,64,[32],[GELU(approximate='none')],0.001,0.01,0.001,0.5,True,300,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
72,Mode.DLMT_DQ_FM,58.45754684448242,5.898135662078857,-218.4906244277954,218.4906244277954,66.01196932792664,0.0014776076078414,0.0001636627912521,64,[32],[GELU(approximate='none')],0.001,0.001,0.01,0.0,True,300,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
73,Mode.DLMT_DQ_FM,118.57459533691406,5.986067771911621,-187.7987504005432,187.7987504005432,44.03926920890808,0.0014699685573577,0.0001622803211212,64,[32],[GELU(approximate='none')],0.001,0.001,0.01,0.0,True,194,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
74,Mode.DLMT_DQ_FM,145.85522521972655,5.893032073974609,-267.3792839050293,267.3792839050293,59.69094133377075,0.0015564982891082,0.0001712590456008,64,[32],[GELU(approximate='none')],0.001,0.001,0.01,0.0,True,270,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
75,Mode.DLMT_DQ_FM,290.57042114257814,5.959639549255371,-237.76040077209475,237.76040077209475,54.750436782836914,0.0015727298259735,0.0001724534034729,64,[32],[GELU(approximate='none')],0.001,0.001,0.01,0.0,True,239,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
76,Mode.DLMT_DQ_FM,58.8743896484375,5.930811405181885,-509.56101417541504,509.56101417541504,70.19918465614319,0.0015534844398498,0.0001705021858215,64,[32],[GELU(approximate='none')],0.001,0.001,0.01,0.2,True,312,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
77,Mode.DLMT_DQ_FM,117.19805465698242,5.943082809448242,-468.6779499053955,468.6779499053955,55.59964060783386,0.0014682813882827,0.0001610368490219,64,[32],[GELU(approximate='none')],0.001,0.001,0.01,0.2,True,247,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
78,Mode.DLMT_DQ_FM,148.68732025146485,5.9661478996276855,-469.7783946990967,469.7783946990967,69.04434275627136,0.0014756103754043,0.0001617369651794,64,[32],[GELU(approximate='none')],0.001,0.001,0.01,0.2,True,308,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
79,Mode.DLMT_DQ_FM,302.49442504882813,6.009293556213379,-396.6453075408936,396.6453075408936,46.37513589859009,0.001466708779335,0.0001617250442504,64,[32],[GELU(approximate='none')],0.001,0.001,0.01,0.2,True,202,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
80,Mode.DLMT_DQ_FM,65.78214797973632,6.3760175704956055,-490.11073112487793,490.11073112487793,61.21820855140686,0.0015413340330123,0.000170704126358,64,[32],[GELU(approximate='none')],0.001,0.001,0.01,0.5,True,273,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
81,Mode.DLMT_DQ_FM,134.11166534423828,6.446024417877197,-452.6871681213379,452.6871681213379,61.41106963157654,0.0014723012447357,0.0001624641418457,64,[32],[GELU(approximate='none')],0.001,0.001,0.01,0.5,True,269,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
82,Mode.DLMT_DQ_FM,174.16013916015626,6.490003108978272,-475.1106262207031,475.1106262207031,59.2386429309845,0.0014745590686798,0.0001625238656997,64,[32],[GELU(approximate='none')],0.001,0.001,0.01,0.5,True,262,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
83,Mode.DLMT_DQ_FM,332.6661566162109,6.397406101226807,-466.0655498504639,466.0655498504639,65.91653418540955,0.0015044010877609,0.0001663520336151,64,[32],[GELU(approximate='none')],0.001,0.001,0.01,0.5,True,295,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
84,Mode.DLMT_DQ_FM,71.22499404907227,6.53187370300293,-205.69207668304443,205.69207668304443,59.883389711380005,0.0015608649253845,0.0001719719171524,64,[32],[GELU(approximate='none')],0.001,0.001,0.001,0.0,True,270,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
85,Mode.DLMT_DQ_FM,138.49957244873048,6.5272321701049805,-365.5884027481079,365.5884027481079,82.20153093338013,0.0015609107017517,0.0001711846590042,64,[32],[GELU(approximate='none')],0.001,0.001,0.001,0.0,True,371,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
86,Mode.DLMT_DQ_FM,168.3332647705078,6.402913570404053,-180.0132393836975,180.0132393836975,77.30241632461548,0.0014675734043121,0.0001614878177642,64,[32],[GELU(approximate='none')],0.001,0.001,0.001,0.0,True,351,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
87,Mode.DLMT_DQ_FM,342.22254760742186,6.391274452209473,-193.0066704750061,193.0066704750061,77.47030329704285,0.0014758220911026,0.0001630548238754,64,[32],[GELU(approximate='none')],0.001,0.001,0.001,0.0,True,350,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
88,Mode.DLMT_DQ_FM,69.09447952270507,6.432032108306885,-327.95238494873047,327.95238494873047,74.99236512184143,0.0015590722560882,0.0001719883680343,64,[32],[GELU(approximate='none')],0.001,0.001,0.001,0.2,True,334,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
89,Mode.DLMT_DQ_FM,138.9939810180664,6.498982906341553,-373.6047029495239,373.6047029495239,81.00696635246277,0.0014744224548339,0.000162661075592,64,[32],[GELU(approximate='none')],0.001,0.001,0.001,0.2,True,363,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 1.0}"
90,Mode.DLMT_DQ_FM,178.1805126953125,6.516768455505371,-350.9065866470337,350.9065866470337,68.52057218551636,0.0015765789747238,0.0001730740070343,64,[32],[GELU(approximate='none')],0.001,0.001,0.001,0.2,True,299,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 0.5}"
91,Mode.DLMT_DQ_FM,350.8910626220703,6.533307075500488,-332.7542781829834,332.7542781829834,72.30477094650269,0.0015182449817657,0.0001673101186752,64,[32],[GELU(approximate='none')],0.001,0.001,0.001,0.2,True,314,ModifiedHuberLoss,"{'delta': 0.5, 'factor': 1.0}"
