muscle_selected,q_clavicle_effector_right_RotX,q_clavicle_effector_right_RotY,q_scapula_effector_right_RotX,q_scapula_effector_right_RotY,q_scapula_effector_right_RotZ,q_humerus_right_RotY,q_humerus_right_RotX,q_humerus_right_RotY_1,qdot_clavicle_effector_right_RotX,qdot_clavicle_effector_right_RotY,qdot_scapula_effector_right_RotX,qdot_scapula_effector_right_RotY,qdot_scapula_effector_right_RotZ,qdot_humerus_right_RotY,qdot_humerus_right_RotX,qdot_humerus_right_RotY_1,alpha,origin_muscle_x,origin_muscle_y,origin_muscle_z,insertion_muscle_x,insertion_muscle_y,insertion_muscle_z,segment_length,dlmt_dq_clavicle_effector_right_RotX,dlmt_dq_clavicle_effector_right_RotY,dlmt_dq_scapula_effector_right_RotX,dlmt_dq_scapula_effector_right_RotY,dlmt_dq_scapula_effector_right_RotZ,dlmt_dq_humerus_right_RotY,dlmt_dq_humerus_right_RotX,dlmt_dq_humerus_right_RotY_1,muscle_force,torque
0,-0.1,0.0,0.0,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0248658,-0.0475832,0.0174664,-0.0304870228144639,-0.0043758054470292,0.2053462720424539,0.2147641023670501,-0.0550106032205227,0.0591896430168649,-0.0251576024741182,-0.0059195862669588,-0.0364015919573069,-0.0284843474103874,-0.0039384101904874,-0.0057500349825056,618.7828205216545,-45.742153546778894
0,-0.098,0.0,0.0,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0248658,-0.0475832,0.0174664,-0.0301343193738829,-0.0043706997300756,0.2054184416353819,0.21464960581438,-0.0549568433351383,0.0592101390571812,-0.0251718339480648,-0.0059115561518967,-0.0363932275031328,-0.0284764660429442,-0.0039445207806246,-0.0057515384781103,618.384839269184,-45.94212133411729
0,-0.096,0.0,0.0,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0248658,-0.0475832,0.0174664,-0.029781472407028,-0.0043656982368338,0.2054899133310943,0.2145352673187537,-0.0549027445393426,0.0592306619031704,-0.0251861341760245,-0.0059034766328412,-0.0363847957731028,-0.0284685299708285,-0.0039506499955912,-0.0057530422156105,617.9836670984563,-46.14214743602295
0,-0.094,0.0,0.0,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0248658,-0.0475832,0.0174664,-0.0294284833252865,-0.0043608009873097,0.2055606868437044,0.2144210873573078,-0.0548483063308511,0.0592512113921799,-0.0252005031810013,-0.0058953476414161,-0.0363762966115315,-0.0284605390764666,-0.0039567978317261,-0.005754546177706,617.5793565670162,-46.34223193296615
0,-0.092,0.0,0.0,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0248658,-0.0475832,0.0174664,-0.0290753535406143,-0.0043560080010922,0.2056307618901181,0.2143070664066353,-0.0547935282088829,0.0592717873600323,-0.025214940985075,-0.0058871691095018,-0.0363677298625925,-0.0284524932422218,-0.0039629642850903,-0.0057560503469722,617.1719602358831,-46.54237457174736
0,-0.09,0.0,0.0,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0248658,-0.0475832,0.0174664,-0.02872208446553,-0.0043513192973533,0.2057001381900355,0.2141932049427781,-0.0547384096741867,0.0592923896410194,-0.0252294476093949,-0.0058789409692396,-0.0363590953703234,-0.0284443923503984,-0.0039691493514653,-0.00575755470586,616.7615306608221,-46.74257476954399
0,-0.088,0.0,0.0,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0248658,-0.0475832,0.0174664,-0.0283686775131095,-0.0043467348948477,0.2057688154659513,0.2140795034412181,-0.0546829502290669,0.0593130180678972,-0.0252440230741727,-0.0058706631530356,-0.0363503929786293,-0.0284362362832448,-0.0039753530263511,-0.0057590592366954,616.3481203836126,-46.9428316180401
0,-0.086,0.0,0.0,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0248658,-0.0475832,0.0174664,-0.0280151340969801,-0.0043422548119132,0.2058367934431567,0.2139659623768698,-0.0546271493774103,0.0593336724718804,-0.0252586673986761,-0.0058623355935645,-0.0363416225312873,-0.0284280249229574,-0.0039815753049641,-0.0057605639216791,615.9317819233172,-47.14314388763691
0,-0.084,0.0,0.0,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0248658,-0.0475832,0.0174664,-0.0276614556313151,-0.00433787906647,0.2059040718497398,0.2138525822240713,-0.0545710066247128,0.0593543526826366,-0.0252733806012214,-0.0058539582237735,-0.0363327838719512,-0.0284197581516838,-0.0039878161822355,-0.0057620687428861,615.5125677675535,-47.34351003173752
0,-0.082,0.0,0.0,0.0,0.0,0.0,-1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0248658,-0.0475832,0.0174664,-0.0273076435308277,-0.0043336076760212,0.2059706504165869,0.2137393634565761,-0.054514521478106,0.0593750585282816,-0.0252881626991673,-0.0058455309768865,-0.0363238768441552,-0.0284114358515272,-0.0039940756528091,-0.0057635736822659,615.0905303637727,-47.54392819110552
