muscle_selected,q_clavicle_effector_right_RotX,q_clavicle_effector_right_RotY,q_scapula_effector_right_RotX,q_scapula_effector_right_RotY,q_scapula_effector_right_RotZ,q_humerus_right_RotY,q_humerus_right_RotX,q_humerus_right_RotY_1,qdot_clavicle_effector_right_RotX,qdot_clavicle_effector_right_RotY,qdot_scapula_effector_right_RotX,qdot_scapula_effector_right_RotY,qdot_scapula_effector_right_RotZ,qdot_humerus_right_RotY,qdot_humerus_right_RotX,qdot_humerus_right_RotY_1,alpha,origin_muscle_x,origin_muscle_y,origin_muscle_z,insertion_muscle_x,insertion_muscle_y,insertion_muscle_z,segment_length,dlmt_dq_clavicle_effector_right_RotX,dlmt_dq_clavicle_effector_right_RotY,dlmt_dq_scapula_effector_right_RotX,dlmt_dq_scapula_effector_right_RotY,dlmt_dq_scapula_effector_right_RotZ,dlmt_dq_humerus_right_RotY,dlmt_dq_humerus_right_RotX,dlmt_dq_humerus_right_RotY_1,muscle_force,torque
1,0.03,0.0933975542658829,0.0712588615680487,0.0950750459798389,-0.02375298852998,0.614800987610034,-2.508113901294436,1.4733302480532573,-9.811654100965576,-7.887672885797134,-6.2214174012189964,25.07927357134023,11.756154396168952,-20.958890158908183,-26.018982752390453,13.073383573850805,0.1004617757030947,0.0626543,-0.147759,0.0220602,0.0033019238288126,0.0208225161842953,0.1910333304426559,0.2460306313869109,-0.0402193863649793,0.1064776230273019,-0.026235310674365,-0.0119576822930197,-0.0259431504156222,-0.0265506971317695,-0.0097873075387706,0.0123139644342144,38.79056642326014,-15.790810126549896
1,0.04,0.0933975542658829,0.0712588615680487,0.0950750459798389,-0.02375298852998,0.614800987610034,-2.508113901294436,1.4733302480532573,6.200283795550412,27.8001332494323,28.38145689160868,8.997030537146024,19.600974865407046,29.6405632174829,-24.39520577339688,9.154978678844389,0.682825594510812,0.0626543,-0.147759,0.0220602,0.0049601418917989,0.0208004244758806,0.1910572646781769,0.2456208778913783,-0.0398905093316949,0.1067151213629964,-0.0263021547707659,-0.0119243344800227,-0.0259017329330563,-0.0265111994176121,-0.0098416751140165,0.0122870643990883,307.0303051218018,-153.05552181619558
1,0.0499999999999999,0.0933975542658829,0.0712588615680487,0.0950750459798389,-0.02375298852998,0.614800987610034,-2.508113901294436,1.4733302480532573,-23.269796955770094,-14.605220218563009,-5.7994311175017685,-0.7202064758317022,30.393641652346133,29.00320748638199,9.761370166359493,22.03533884895458,0.7983532269224948,0.0626543,-0.147759,0.0220602,0.0066184807654799,0.0207759322560864,0.1910647884719106,0.2452147920538508,-0.0395551851069688,0.1069518429554633,-0.026369666074649,-0.0118903471374577,-0.025859383915548,-0.0264711358810059,-0.0098958301536694,0.0122599016622945,172.40047265451798,-69.05768444570967
1,0.06,0.0933975542658829,0.0712588615680487,0.0950750459798389,-0.02375298852998,0.614800987610034,-2.508113901294436,1.4733302480532573,13.449737847136802,23.86101937937437,11.471151679486104,22.64599357734813,23.13120817030888,-26.545750893414738,-12.577864021467503,18.3841990082216,0.5620018583156572,0.0626543,-0.147759,0.0220602,0.0082767746173502,0.0207490419741142,0.1910559010714839,0.2447681608755289,-0.0392134145053522,0.1071877270389117,-0.0264378344934331,-0.0118557192749115,-0.0258160993065235,-0.0264305047812949,-0.0099497607788422,0.0122324767621797,281.18037925092966,-136.89770007884837
1,0.07,0.0933975542658829,0.0712588615680487,0.0950750459798389,-0.02375298852998,0.614800987610034,-2.508113901294436,1.4733302480532573,-18.1692210337089,13.026762531205604,15.34670476911461,22.34961679415872,22.54320713336332,-6.628932955308287,19.61827933040996,13.004349961275665,0.756880534013312,0.0626543,-0.147759,0.0220602,0.0099348576194065,0.0207197563189698,0.1910306033656293,0.2443674040236361,-0.038865200111862,0.107422711962916,-0.0265066495593182,-0.0118204500523869,-0.0257718752186418,-0.0263893044821618,-0.0100034549662721,0.0122047903086933,340.9233919286727,-132.3948838785053
1,0.0799999999999999,0.0933975542658829,0.0712588615680487,0.0950750459798389,-0.02375298852998,0.614800987610034,-2.508113901294436,1.4733302480532573,-5.003181817634552,-16.940798324836855,16.15647599686941,17.593489206435557,-10.525955407840378,13.233081970997697,-31.0465889738322,5.885958020532442,0.6254433710496464,0.0626543,-0.147759,0.0220602,0.0115925639647303,0.0206880782191945,0.1909888978840965,0.2439643908777167,-0.0385105463288373,0.1076567352101477,-0.0265761004273283,-0.0117845387855526,-0.0257267079423067,-0.0263475334574207,-0.0100569005514781,0.0121768429859898,130.07674833099267,-65.73841842537705
1,0.09,0.0933975542658829,0.0712588615680487,0.0950750459798389,-0.02375298852998,0.614800987610034,-2.508113901294436,1.4733302480532573,12.050826266730034,-30.61696564919652,5.237867211742348,28.34324020143053,29.32067671439667,-22.58379264707461,12.858876094128084,22.24487144681748,0.9677123370716648,0.0626543,-0.147759,0.0220602,0.0132497278840684,0.0206540108425716,0.1909307887973987,0.2435590887809332,-0.0381494594226868,0.107889733415624,-0.0266461758736684,-0.0117479849510319,-0.025680593954316,-0.0263051902969208,-0.0101100852321696,0.0121486355550584,107.41693189976456,-85.73772975832779
1,0.083091635772316,0.0982947210108262,-0.1308767881157978,0.1024614861264944,0.0888060176487602,1.21962094453365,-2.9845130209103035,0.6069654607953274,-16.558876433486923,15.107415772321596,16.82677113526922,-3.9429466083199785,-21.51709272776818,-30.027383736592856,1.0574474900004418,12.540192371414127,0.1247087897904114,0.0626543,-0.147759,0.0220602,0.0071467351952332,0.0335709043829245,0.1572626448834065,0.2330885576192475,-0.0340503997264686,0.0966477459375706,-0.0016462949220583,-0.0017001738121536,-0.0010377590979938,-0.0035701495371594,-0.0126072473832521,-0.0014109422361404,59.34136279051779,-21.16435327526278
1,0.083091635772316,0.0982947210108262,-0.1308767881157978,0.1024614861264944,0.0888060176487602,1.21962094453365,-2.8357873698647884,0.6069654607953274,7.440240937370724,17.33628754315751,29.93821741496179,-28.78055172515904,-30.57973553231184,31.207881185240403,1.300389722981869,28.89454841878557,0.7241558447984029,0.0626543,-0.147759,0.0220602,0.0109006495658176,0.0314287104910338,0.158585653555641,0.2312139225288002,-0.0336885189713896,0.0979632474396466,-0.0041686378152585,-0.0050133425520906,-0.0022902475621411,-0.0072223658807626,-0.0140868781660929,-0.0022852518804575,311.16491647216947,-127.86924541462425
1,0.083091635772316,0.0982947210108262,-0.1308767881157978,0.1024614861264944,0.0888060176487602,1.21962094453365,-2.687061718819273,0.6069654607953274,-21.11119831805525,-16.614925480066628,2.6446211945425304,-7.575666247947122,24.70550069742956,22.731105169395285,30.89654992108867,-30.17974069743616,0.5683225516001199,0.0626543,-0.147759,0.0220602,0.0142569291364129,0.0287538455588126,0.1600042810826949,0.2292038743310859,-0.0334789519446745,0.0993148738074134,-0.0068842774839727,-0.0079237455793476,-0.0039793378171147,-0.010720275023481,-0.0153130173079738,-0.0030389282766808,119.30395824103938,-38.01372291594967
